run_id,name,epoch,test_rmse,test_score,val_score_best,lr,n_s,n_v,noH,arch,seed,radius,dataset,features,geometry,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,graph_method,weight_decay,max_neighbors,n_conv_layers,target_column,classification,embedding_specs,distance_emb_dim,internal_weights
uk8m6zlq,cv10-tmSCO-Polarizability-inv-noH-ns64-d48-l3-vector_masked-node,280,46.34626700483838,30.0272413936874,25.329266030036912,0.001,64,0,True,,123,10.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Polarizability,,,48,
yzukvbi9,cv10-tmSCO-Polarizability-inv-noH-ns64-d48-l3-vector_masked-node,478,41.86864586527804,24.36022342696165,25.57023533671209,0.001,64,0,True,,123,10.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Polarizability,,,48,
25l53qap,cv10-tmSCO-Polarizability-inv-noH-ns64-d48-l3-vector_masked-node,492,41.41902476730568,25.155010723013895,24.54311445082572,0.001,64,0,True,,123,10.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Polarizability,,,48,
8gmdgsot,cv10-tmSCO-Polarizability-inv-noH-ns64-d48-l3-vector_masked-node,263,43.94059026297437,27.705128670235943,25.072616727882256,0.001,64,0,True,,123,10.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,node,0.1,True,vector_masked,0.798,torchchem_v1,1e-05,10,3,Polarizability,,,48,
7p8jru99,cv10-tmSCO-Polarizability-inv-noH-ns48-d32-l3-energy-both,512,21.091192288197707,6.113589249813982,5.358646414130829,0.001,48,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,both,0.0,True,energy,0.8,torchchem_v1,1e-05,50,3,Polarizability,,,32,
6lofz28d,cv10-tmSCO-Polarizability-inv-noH-ns48-d32-l3-energy-both,512,11.049101083965104,6.651342927538525,3.0917198056422404,0.001,48,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,both,0.0,True,energy,0.8,torchchem_v1,1e-05,50,3,Polarizability,,,32,
583pcfga,cv10-tmSCO-Polarizability-inv-noH-ns48-d32-l3-energy-both,287,6.438530609000418,4.721815048428762,5.4423079154458005,0.001,48,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,both,0.0,True,energy,0.8,torchchem_v1,1e-05,50,3,Polarizability,,,32,
m3yhbfoi,cv10-tmSCO-Polarizability-inv-noH-ns48-d32-l3-energy-both,512,11.1197608771915,5.678703996661281,6.473328772182158,0.001,48,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_6_test_indices.npy,both,0.0,True,energy,0.8,torchchem_v1,1e-05,50,3,Polarizability,,,32,
gl9nfska,cv10-tmSCO-Polarizability-inv-noH-ns48-d32-l3-energy-both,512,6.029673457914741,4.301838770704162,3.075972876128886,0.001,48,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,both,0.0,True,energy,0.8,torchchem_v1,1e-05,50,3,Polarizability,,,32,
87ea9go3,cv10-tmSCO-Polarizability-inv-noH-ns48-d32-l3-energy-both,512,13.940114596621626,5.224633883692504,3.037484214849016,0.001,48,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,both,0.0,True,energy,0.8,torchchem_v1,1e-05,50,3,Polarizability,,,32,
pmlgcp47,cv10-tmSCO-Polarizability-inv-noH-ns48-d32-l3-energy-both,227,24.139166726194976,8.124779951282648,6.717041695772444,0.001,48,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,both,0.0,True,energy,0.8,torchchem_v1,1e-05,50,3,Polarizability,,,32,
zrovrw29,cv10-tmSCO-Polarizability-inv-noH-ns48-d32-l3-energy-both,487,18.18678993702564,6.828517628339093,5.792552577634065,0.001,48,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,both,0.0,True,energy,0.8,torchchem_v1,1e-05,50,3,Polarizability,,,32,
h6krv6s2,cv10-tmSCO-Polarizability-inv-noH-ns48-d32-l3-energy-both,512,20.006612549496637,6.14166842822033,2.738457195944063,0.001,48,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,both,0.0,True,energy,0.798,torchchem_v1,1e-05,50,3,Polarizability,,,32,
1ws6o1w4,cv10-tmSCO-Polarizability-inv-noH-ns48-d32-l3-energy-both,433,13.371834352997308,5.0809359463626365,4.453716673256531,0.001,48,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,both,0.0,True,energy,0.8,torchchem_v1,1e-05,50,3,Polarizability,,,32,
2137jihd,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-vector_masked-node,495,0.13258566200240565,0.0700873742595628,0.06480920211566103,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,0.001,10,3,Metal_q,,,32,
xzwy1u4k,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-vector_masked-node,438,0.1474569978025007,0.0758984463011974,0.05892909848233466,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,0.001,10,3,Metal_q,,,32,
8oqd1aso,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-vector_masked-node,260,0.11344512558591932,0.0675216479731385,0.06431684763242802,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,0.001,10,3,Metal_q,,,32,
g3viw6mn,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-vector_masked-node,397,0.1549862164975929,0.07210221644922322,0.061917551055818566,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_6_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,0.001,10,3,Metal_q,,,32,
xpv3s8r1,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-vector_masked-node,512,0.0948312298514431,0.06250458992394692,0.05531035299089694,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,0.001,10,3,Metal_q,,,32,
xglu62rc,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-vector_masked-node,423,0.07709598487706179,0.0510332864658092,0.062274490715798485,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,0.001,10,3,Metal_q,,,32,
4vus20hp,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-vector_masked-node,498,0.08593916420477826,0.05295383860829396,0.06190871549188456,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,0.001,10,3,Metal_q,,,32,
8a1f2otz,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-vector_masked-node,410,0.1113234423294915,0.06940362788910488,0.061327073202922515,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,0.001,10,3,Metal_q,,,32,
n4atq0qv,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-vector_masked-node,309,0.1276703948816624,0.07620790695003413,0.060913587013320745,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,0.001,10,3,Metal_q,,,32,
g3qu1x6b,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-energy-node,451,0.0965205039049303,0.05912836213012391,0.07266568366770287,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,0.0001,50,3,Metal_q,,,32,
0279sxfb,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-vector_masked-node,479,0.14272936887580157,0.08112674265154471,0.05577326771436225,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,node,0.0,True,vector_masked,0.798,torchchem_v1,0.001,10,3,Metal_q,,,32,
t3lcd14w,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-energy-node,428,0.1080123537082101,0.05831089104089067,0.08024846470467621,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,0.0001,50,3,Metal_q,,,32,
mlk02n7n,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-energy-node,512,0.09973821634584586,0.06038067227169656,0.06595565177159651,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,0.0001,50,3,Metal_q,,,32,
edn098e8,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-energy-node,512,0.19459156586220844,0.0861634634777385,0.07690591110304104,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_6_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,0.0001,50,3,Metal_q,,,32,
t2sn0h6p,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-energy-node,374,0.12777485705389946,0.07645320540329505,0.07615932409315236,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,0.0001,50,3,Metal_q,,,32,
nnhw51lk,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-energy-node,448,0.4339901300060309,0.11080636362880888,0.07227610858805301,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,0.0001,50,3,Metal_q,,,32,
exw2y72p,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-energy-node,512,0.1586753199865817,0.06336197563726678,0.07029392880695587,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,0.0001,50,3,Metal_q,,,32,
o3u5h4cn,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-energy-node,325,0.1003346346724016,0.06339915418731955,0.0817898510838048,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,0.0001,50,3,Metal_q,,,32,
j06vvjac,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-energy-node,512,0.1299245534872844,0.06444843003282348,0.07865306560319775,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,0.0001,50,3,Metal_q,,,32,
2165qkxu,cv10-tmSCO-Metal_q-inv-noH-ns64-d32-l3-energy-node,512,0.13103616565961834,0.06794675730451297,0.07341308571718141,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,node,0.1,True,energy,0.798,torchchem_v1,0.0001,50,3,Metal_q,,,32,
80ltecav,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,512,0.04436929783017119,0.02716232035258196,0.0232059129429419,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
hgp76pnv,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,512,0.05335580878647931,0.034878295570405914,0.02411574284821811,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
hdiijm6y,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,512,0.05526846130065387,0.03643018171422851,0.0258655400816149,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
e3xrgemi,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,512,0.05554970896061015,0.03194359048591472,0.020180943312031668,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_6_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
q86d9c5b,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,404,0.04284853402783545,0.026594455241409864,0.026837318749218898,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
j7wjvzo8,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,385,0.04121200936942804,0.026196867705054906,0.027148317568062165,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
ydtkcf1d,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,512,0.03668928999697046,0.022337336858556475,0.02412316731800424,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
rfrx2jhe,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,508,0.04277585460373838,0.0255737832174135,0.025052853220323083,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
1stw0s7s,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,365,0.04207320680857454,0.02484863907505045,0.02356718066877484,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
s3lyrci6,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,512,0.04547653704088408,0.02978900348356202,0.029114620728299075,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,node,0.05,True,vector,0.798,torchchem_v1,1e-05,25,3,LUMO,,,32,
b2fooufg,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,196,0.0446047187504654,0.03062959335795732,0.027175080866114185,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
kdryp43a,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,227,0.05653288162850228,0.036633703949830586,0.02573001975987224,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
qw7cerb2,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,175,0.05924079916656436,0.04295036459255886,0.031589420281386865,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
weunq6lx,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,328,0.0524750266388553,0.0350776961311377,0.025096000622731814,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_6_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
5uhvss30,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,225,0.05035666440233688,0.03263373816945856,0.026641437303145898,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
mct6luur,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,512,0.038457893303512215,0.025646654441660588,0.029631637963662253,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
hpgmwb0v,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,224,0.040863297002951375,0.02733106088157341,0.027772627083813076,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
eyhuwn7t,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,369,0.03860837537011283,0.026191491806747475,0.028730035615217864,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
d6ze8bwn,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,238,0.04877750431124289,0.035166544449442554,0.02468395450205087,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
ub9yfmfg,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,264,0.04225457592206205,0.029988024015180186,0.02899339783528646,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,both,0.1,True,vector_masked,0.798,torchchem_v1,1e-05,10,3,LUMO,,,32,
smvao5hw,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,440,0.040950813952659655,0.023201358765573384,0.02096523093320193,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
acko2lfc,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,512,0.050633173709911265,0.031012572922373405,0.024530687280031407,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
3hq2jv7q,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,427,0.04332618599179304,0.026434148044020864,0.02223786830704275,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
b9bs008x,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,505,0.0476293515283277,0.025557235650662095,0.022330444129550184,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_6_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
xy6pox20,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,172,0.039377733230656166,0.02599972797197635,0.026300294253083795,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
rll16s1b,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,408,0.04051681315130018,0.02442571726983219,0.023869693447234004,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
vsrzugkz,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,512,0.035548988829213465,0.021527695507843503,0.02203217020905469,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
wl0hmb5i,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,512,0.03620919611893276,0.020208585419456863,0.02563568163043519,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
87v4mlma,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,239,0.04503054591260835,0.02756808630751,0.02472044253019704,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
paaeda3b,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,237,0.04956030529752225,0.03221844096428186,0.023783492844606766,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,node,0.1,True,energy,0.798,torchchem_v1,1e-05,25,2,HOMO,,,64,
9bq439l5,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,308,0.03946710180829726,0.023952258937138628,0.019760143735498052,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
8nynu27z,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,252,0.0511671619697308,0.03351089645161343,0.022950469208963507,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
0eobr4qq,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,399,0.05202363149758585,0.031760527497566464,0.02416876019643929,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
pdhqxmz5,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,512,0.05716111539211421,0.02855152485772342,0.02076567233308283,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_6_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
